ID,Type,Price,Quantity,Timestamp
5360,V,45.68,870,2026-06-24 01:07:39
5361,V,73.21,270,2026-06-24 01:07:41
5362,C,48.24,910,2026-06-24 01:07:43
5363,C,90.51,540,2026-06-24 01:07:46
5364,V,16.89,740,2026-06-24 01:07:47
5365,V,89.5,290,2026-06-24 01:07:49
5366,V,95.51,570,2026-06-24 01:07:54
5367,V,16.14,620,2026-06-24 01:07:58
5368,C,57.92,300,2026-06-24 01:08:00
5369,C,20.33,910,2026-06-24 01:08:01
5370,V,84.62,270,2026-06-24 01:08:06
5371,V,78.24,1000,2026-06-24 01:08:07
5372,C,16.84,20,2026-06-24 01:08:12
5373,V,41.98,410,2026-06-24 01:08:14
5374,C,94.6,90,2026-06-24 01:08:17
5375,C,88.46,530,2026-06-24 01:08:22
5376,V,21.0,830,2026-06-24 01:08:26
5377,C,13.7,490,2026-06-24 01:08:30
5378,V,26.5,490,2026-06-24 01:08:31
5379,V,22.03,560,2026-06-24 01:08:32
5380,V,45.88,90,2026-06-24 01:08:37
5381,V,57.62,970,2026-06-24 01:08:39
5382,V,40.11,830,2026-06-24 01:08:44
5383,C,91.73,990,2026-06-24 01:08:45
5384,V,38.12,220,2026-06-24 01:08:46
5385,C,40.89,980,2026-06-24 01:08:50
5386,V,78.62,70,2026-06-24 01:08:53
5387,C,52.58,980,2026-06-24 01:08:58
5388,V,45.43,230,2026-06-24 01:08:59
5389,V,58.89,380,2026-06-24 01:09:00
5390,V,80.21,660,2026-06-24 01:09:02
5391,C,45.89,620,2026-06-24 01:09:07
5392,V,85.14,330,2026-06-24 01:09:08
5393,C,97.9,1000,2026-06-24 01:09:10
5394,C,78.83,910,2026-06-24 01:09:13
5395,C,21.73,530,2026-06-24 01:09:17
5396,V,61.6,810,2026-06-24 01:09:19
5397,C,99.73,700,2026-06-24 01:09:21
5398,V,98.09,540,2026-06-24 01:09:22
5399,C,53.65,750,2026-06-24 01:09:25
5400,C,24.87,510,2026-06-24 01:09:30
5401,V,72.14,470,2026-06-24 01:09:32
5402,V,79.94,120,2026-06-24 01:09:33
5403,V,63.88,50,2026-06-24 01:09:38
5404,V,74.34,960,2026-06-24 01:09:40
5405,C,82.04,370,2026-06-24 01:09:45
5406,C,43.7,600,2026-06-24 01:09:50
5407,C,89.04,20,2026-06-24 01:09:51
5408,V,73.42,60,2026-06-24 01:09:55
5409,C,86.44,460,2026-06-24 01:10:00
5410,V,35.53,800,2026-06-24 01:10:03
5411,C,37.58,900,2026-06-24 01:10:06
5412,C,64.02,610,2026-06-24 01:10:11
5413,V,79.85,930,2026-06-24 01:10:13
5414,V,27.1,20,2026-06-24 01:10:15
5415,V,10.98,370,2026-06-24 01:10:18
5416,C,18.65,780,2026-06-24 01:10:20
5417,V,34.29,320,2026-06-24 01:10:24
5418,V,51.29,50,2026-06-24 01:10:26
5419,V,30.7,470,2026-06-24 01:10:28
5420,V,64.49,830,2026-06-24 01:10:29
5421,V,93.61,290,2026-06-24 01:10:34
5422,C,81.12,770,2026-06-24 01:10:38
5423,V,18.53,640,2026-06-24 01:10:42
5424,V,73.77,190,2026-06-24 01:10:43
5425,V,44.85,920,2026-06-24 01:10:46
5426,C,32.86,710,2026-06-24 01:10:48
5427,C,22.75,340,2026-06-24 01:10:53
5428,V,95.43,80,2026-06-24 01:10:58
5429,V,45.25,240,2026-06-24 01:11:00
5430,C,33.72,620,2026-06-24 01:11:04
5431,C,76.44,770,2026-06-24 01:11:08
5432,C,59.25,560,2026-06-24 01:11:11
5433,C,70.97,240,2026-06-24 01:11:12
5434,C,66.65,190,2026-06-24 01:11:15
5435,V,21.53,330,2026-06-24 01:11:17
5436,V,31.5,500,2026-06-24 01:11:22
5437,V,10.65,220,2026-06-24 01:11:26
5438,V,84.81,560,2026-06-24 01:11:31
5439,V,22.02,50,2026-06-24 01:11:34
5440,C,90.26,680,2026-06-24 01:11:39
5441,V,99.82,860,2026-06-24 01:11:43
5442,V,10.56,680,2026-06-24 01:11:48
5443,C,17.31,450,2026-06-24 01:11:53
5444,C,22.62,580,2026-06-24 01:11:57
5445,V,53.99,450,2026-06-24 01:12:02
5446,C,57.19,40,2026-06-24 01:12:04
5447,V,33.24,970,2026-06-24 01:12:08
5448,V,77.09,790,2026-06-24 01:12:12
5449,V,23.54,710,2026-06-24 01:12:13
5450,V,74.96,340,2026-06-24 01:12:14
5451,V,10.52,960,2026-06-24 01:12:19
5452,V,64.8,640,2026-06-24 01:12:21
5453,V,71.05,800,2026-06-24 01:12:25
5454,C,16.85,250,2026-06-24 01:12:28
5455,V,85.28,180,2026-06-24 01:12:33
5456,V,68.22,360,2026-06-24 01:12:34
5457,V,85.58,420,2026-06-24 01:12:39
5458,C,96.26,690,2026-06-24 01:12:42
5459,V,29.64,740,2026-06-24 01:12:45
5460,C,90.56,980,2026-06-24 01:12:46
5461,C,95.64,340,2026-06-24 01:12:47
5462,V,18.81,450,2026-06-24 01:12:51
5463,C,34.76,350,2026-06-24 01:12:55
5464,V,77.07,120,2026-06-24 01:12:57
5465,V,21.04,330,2026-06-24 01:13:01
5466,V,72.98,430,2026-06-24 01:13:05
5467,C,55.24,200,2026-06-24 01:13:07
5468,C,57.04,880,2026-06-24 01:13:12
5469,C,39.59,220,2026-06-24 01:13:16
5470,V,87.8,700,2026-06-24 01:13:19
5471,C,38.54,320,2026-06-24 01:13:24
5472,V,67.9,160,2026-06-24 01:13:26
5473,V,82.27,430,2026-06-24 01:13:27
5474,C,81.95,150,2026-06-24 01:13:28
5475,C,32.54,570,2026-06-24 01:13:29
5476,C,79.97,420,2026-06-24 01:13:34
5477,V,84.0,880,2026-06-24 01:13:38
5478,C,35.78,10,2026-06-24 01:13:43
5479,C,57.42,820,2026-06-24 01:13:48
5480,V,48.82,540,2026-06-24 01:13:50
5481,V,91.85,360,2026-06-24 01:13:54
5482,V,80.88,640,2026-06-24 01:13:56
5483,V,71.9,630,2026-06-24 01:13:58
5484,C,59.11,20,2026-06-24 01:14:01
5485,V,95.76,800,2026-06-24 01:14:06
5486,C,36.62,740,2026-06-24 01:14:08
5487,V,17.36,920,2026-06-24 01:14:11
5488,C,70.43,470,2026-06-24 01:14:12
5489,C,11.34,910,2026-06-24 01:14:16
5490,C,42.73,620,2026-06-24 01:14:19
5491,V,92.67,840,2026-06-24 01:14:24
5492,V,97.39,190,2026-06-24 01:14:26
5493,C,66.12,940,2026-06-24 01:14:29
5494,V,17.83,300,2026-06-24 01:14:34
5495,C,75.28,260,2026-06-24 01:14:36
5496,C,70.36,580,2026-06-24 01:14:40
5497,V,78.24,510,2026-06-24 01:14:45
5498,C,88.5,10,2026-06-24 01:14:49
5499,V,72.05,420,2026-06-24 01:14:54
5500,C,44.48,550,2026-06-24 01:14:55
5501,V,65.82,510,2026-06-24 01:14:56
5502,V,80.61,560,2026-06-24 01:15:00
5503,C,94.61,650,2026-06-24 01:15:04
5504,V,65.91,150,2026-06-24 01:15:07
5505,V,68.27,230,2026-06-24 01:15:12
5506,C,50.63,240,2026-06-24 01:15:16
5507,V,52.73,110,2026-06-24 01:15:20
5508,C,65.46,60,2026-06-24 01:15:25
5509,V,49.51,410,2026-06-24 01:15:27
5510,V,53.16,200,2026-06-24 01:15:30
5511,V,32.19,230,2026-06-24 01:15:32
5512,C,86.29,10,2026-06-24 01:15:33
5513,C,70.54,720,2026-06-24 01:15:37
5514,C,96.85,320,2026-06-24 01:15:42
5515,C,40.42,230,2026-06-24 01:15:47
5516,C,62.44,340,2026-06-24 01:15:49
5517,C,10.86,240,2026-06-24 01:15:54
5518,V,58.35,820,2026-06-24 01:15:55
5519,V,88.95,260,2026-06-24 01:15:58
5520,V,95.42,900,2026-06-24 01:16:02
5521,V,70.69,360,2026-06-24 01:16:06
5522,V,36.87,740,2026-06-24 01:16:07
5523,C,83.3,680,2026-06-24 01:16:12
5524,V,30.79,120,2026-06-24 01:16:15
5525,V,68.34,60,2026-06-24 01:16:17
5526,V,19.2,740,2026-06-24 01:16:22
5527,V,63.51,680,2026-06-24 01:16:25
5528,V,70.21,850,2026-06-24 01:16:28
5529,C,73.56,670,2026-06-24 01:16:31
5530,V,40.38,300,2026-06-24 01:16:33
5531,C,52.89,910,2026-06-24 01:16:35
5532,C,11.21,200,2026-06-24 01:16:38
5533,C,34.64,620,2026-06-24 01:16:43
5534,C,57.5,90,2026-06-24 01:16:46
5535,C,52.11,820,2026-06-24 01:16:49
5536,C,12.75,670,2026-06-24 01:16:53
5537,V,17.5,520,2026-06-24 01:16:58
5538,C,31.74,920,2026-06-24 01:17:03
5539,V,92.97,730,2026-06-24 01:17:05
5540,C,26.35,80,2026-06-24 01:17:09
5541,C,85.29,870,2026-06-24 01:17:13
5542,C,99.56,650,2026-06-24 01:17:14
5543,C,29.62,730,2026-06-24 01:17:17
5544,C,46.05,350,2026-06-24 01:17:19
5545,V,10.54,40,2026-06-24 01:17:22
5546,C,35.83,570,2026-06-24 01:17:26
5547,V,20.64,680,2026-06-24 01:17:29
5548,V,59.82,320,2026-06-24 01:17:32
5549,C,63.01,360,2026-06-24 01:17:33
5550,V,35.33,410,2026-06-24 01:17:37
5551,C,31.1,520,2026-06-24 01:17:39
5552,C,55.2,850,2026-06-24 01:17:43
5553,V,34.44,120,2026-06-24 01:17:45
5554,C,50.13,410,2026-06-24 01:17:50
5555,V,47.08,550,2026-06-24 01:17:52
5556,V,79.23,530,2026-06-24 01:17:53
5557,C,30.9,400,2026-06-24 01:17:57
5558,C,55.02,230,2026-06-24 01:17:59
5559,C,66.6,30,2026-06-24 01:18:03
5560,C,76.46,670,2026-06-24 01:18:05
5561,V,73.19,910,2026-06-24 01:18:06
5562,C,77.75,270,2026-06-24 01:18:11
5563,V,61.16,340,2026-06-24 01:18:12
5564,C,48.73,640,2026-06-24 01:18:16
5565,V,38.3,540,2026-06-24 01:18:17
5566,C,11.63,140,2026-06-24 01:18:22
5567,V,40.95,520,2026-06-24 01:18:24
5568,C,55.35,220,2026-06-24 01:18:28
5569,V,82.94,670,2026-06-24 01:18:29
5570,C,38.76,50,2026-06-24 01:18:32
5571,V,58.46,430,2026-06-24 01:18:35
5572,V,47.21,490,2026-06-24 01:18:38
5573,V,21.87,440,2026-06-24 01:18:43
5574,C,37.77,490,2026-06-24 01:18:45
5575,C,16.57,290,2026-06-24 01:18:49
5576,C,72.57,40,2026-06-24 01:18:53
5577,C,89.24,270,2026-06-24 01:18:54
5578,V,78.87,100,2026-06-24 01:18:56
5579,V,94.87,360,2026-06-24 01:18:58
5580,C,93.27,10,2026-06-24 01:19:02
5581,C,71.74,600,2026-06-24 01:19:07
5582,V,29.57,330,2026-06-24 01:19:10
5583,C,76.49,490,2026-06-24 01:19:11
5584,V,51.24,910,2026-06-24 01:19:16
5585,C,35.13,460,2026-06-24 01:19:21
5586,C,49.82,750,2026-06-24 01:19:24
5587,V,82.59,400,2026-06-24 01:19:27
5588,C,16.6,100,2026-06-24 01:19:30
5589,C,74.81,250,2026-06-24 01:19:32
5590,V,66.34,400,2026-06-24 01:19:35
5591,C,40.62,520,2026-06-24 01:19:39
5592,C,30.56,950,2026-06-24 01:19:42
5593,V,37.77,870,2026-06-24 01:19:46
5594,C,42.11,310,2026-06-24 01:19:51
5595,V,56.08,690,2026-06-24 01:19:55
5596,V,27.69,250,2026-06-24 01:19:57
5597,C,55.02,930,2026-06-24 01:20:01
5598,C,80.93,700,2026-06-24 01:20:04
5599,C,34.54,830,2026-06-24 01:20:09
5600,C,53.82,380,2026-06-24 01:20:10
5601,V,34.97,110,2026-06-24 01:20:14
5602,V,42.89,10,2026-06-24 01:20:17
5603,C,25.18,830,2026-06-24 01:20:18
5604,C,68.46,710,2026-06-24 01:20:19
5605,V,42.15,510,2026-06-24 01:20:23
5606,V,60.02,260,2026-06-24 01:20:25
5607,V,32.42,470,2026-06-24 01:20:30
5608,V,87.95,920,2026-06-24 01:20:32
5609,C,85.68,230,2026-06-24 01:20:35
5610,C,43.51,840,2026-06-24 01:20:38
5611,V,21.83,870,2026-06-24 01:20:43
5612,C,42.21,930,2026-06-24 01:20:46
5613,C,43.41,990,2026-06-24 01:20:47
5614,C,59.01,620,2026-06-24 01:20:51
5615,C,16.78,390,2026-06-24 01:20:56
5616,V,81.99,810,2026-06-24 01:21:00
5617,C,90.86,510,2026-06-24 01:21:01
5618,C,59.64,400,2026-06-24 01:21:04
5619,C,75.53,380,2026-06-24 01:21:08
5620,V,84.91,330,2026-06-24 01:21:11
5621,V,37.64,310,2026-06-24 01:21:13
5622,C,56.43,570,2026-06-24 01:21:17
5623,V,15.46,430,2026-06-24 01:21:21
5624,C,79.03,900,2026-06-24 01:21:24
5625,V,79.18,300,2026-06-24 01:21:29
5626,V,62.58,340,2026-06-24 01:21:34
5627,V,99.36,280,2026-06-24 01:21:37
5628,C,62.55,490,2026-06-24 01:21:41
5629,V,87.78,400,2026-06-24 01:21:44
5630,C,95.51,220,2026-06-24 01:21:48
5631,C,49.87,660,2026-06-24 01:21:50
5632,V,31.15,990,2026-06-24 01:21:51
5633,V,84.62,800,2026-06-24 01:21:53
5634,V,15.76,710,2026-06-24 01:21:55
5635,V,87.28,520,2026-06-24 01:21:59
5636,C,45.66,190,2026-06-24 01:22:04
5637,C,47.26,860,2026-06-24 01:22:09
5638,C,54.07,650,2026-06-24 01:22:10
5639,V,62.19,960,2026-06-24 01:22:12
5640,C,75.73,30,2026-06-24 01:22:17
5641,V,53.8,870,2026-06-24 01:22:21
5642,C,94.52,410,2026-06-24 01:22:25
5643,C,91.12,280,2026-06-24 01:22:29
5644,V,82.31,980,2026-06-24 01:22:32
5645,V,69.62,130,2026-06-24 01:22:34
5646,V,20.14,940,2026-06-24 01:22:37
5647,V,91.86,790,2026-06-24 01:22:40
5648,V,18.06,850,2026-06-24 01:22:41
5649,V,40.88,480,2026-06-24 01:22:45
5650,C,26.66,830,2026-06-24 01:22:46
5651,V,99.11,280,2026-06-24 01:22:51
5652,C,24.64,580,2026-06-24 01:22:53
5653,C,63.52,620,2026-06-24 01:22:58
5654,V,40.09,350,2026-06-24 01:23:03
5655,C,62.47,510,2026-06-24 01:23:05
5656,C,10.29,380,2026-06-24 01:23:07
5657,V,86.88,40,2026-06-24 01:23:12
5658,V,87.84,600,2026-06-24 01:23:13
5659,C,26.33,250,2026-06-24 01:23:14
5660,V,66.67,20,2026-06-24 01:23:16
5661,C,26.85,30,2026-06-24 01:23:20
5662,C,99.24,950,2026-06-24 01:23:24
5663,V,61.3,20,2026-06-24 01:23:27
5664,C,40.91,640,2026-06-24 01:23:28
5665,V,95.75,500,2026-06-24 01:23:29
5666,C,82.95,1000,2026-06-24 01:23:31
5667,C,22.45,850,2026-06-24 01:23:36
5668,V,47.13,210,2026-06-24 01:23:41
5669,C,18.24,450,2026-06-24 01:23:44
5670,V,20.96,710,2026-06-24 01:23:45
5671,C,39.34,940,2026-06-24 01:23:47
5672,V,27.1,840,2026-06-24 01:23:50
5673,C,10.86,140,2026-06-24 01:23:54
5674,V,92.5,530,2026-06-24 01:23:55
5675,V,31.97,850,2026-06-24 01:23:56
5676,C,73.56,490,2026-06-24 01:24:01
5677,V,26.05,250,2026-06-24 01:24:05
5678,C,93.29,130,2026-06-24 01:24:08
5679,C,32.78,240,2026-06-24 01:24:10
5680,V,42.08,690,2026-06-24 01:24:13
5681,C,47.64,280,2026-06-24 01:24:16
5682,V,52.83,680,2026-06-24 01:24:19
5683,C,65.8,290,2026-06-24 01:24:22
5684,C,93.21,90,2026-06-24 01:24:25
5685,V,35.93,500,2026-06-24 01:24:27
5686,C,92.38,520,2026-06-24 01:24:31
5687,V,91.43,550,2026-06-24 01:24:34
5688,V,19.0,800,2026-06-24 01:24:36
5689,V,41.38,870,2026-06-24 01:24:41
5690,V,21.52,590,2026-06-24 01:24:45
5691,C,42.13,290,2026-06-24 01:24:50
5692,V,81.38,430,2026-06-24 01:24:51
5693,C,87.67,350,2026-06-24 01:24:55
5694,C,20.5,290,2026-06-24 01:24:58
5695,C,65.46,700,2026-06-24 01:25:03
5696,V,82.78,270,2026-06-24 01:25:05
5697,V,10.72,690,2026-06-24 01:25:10
5698,V,88.41,440,2026-06-24 01:25:11
5699,V,53.01,790,2026-06-24 01:25:14
5700,V,15.13,920,2026-06-24 01:25:15
5701,V,73.32,1000,2026-06-24 01:25:16
5702,C,34.11,690,2026-06-24 01:25:20
5703,V,32.73,270,2026-06-24 01:25:21
5704,C,47.09,160,2026-06-24 01:25:25
5705,V,52.49,80,2026-06-24 01:25:28
5706,C,61.17,960,2026-06-24 01:25:30
5707,V,77.01,510,2026-06-24 01:25:34
5708,C,34.07,650,2026-06-24 01:25:38
5709,V,95.45,300,2026-06-24 01:25:40
5710,V,94.61,270,2026-06-24 01:25:44
5711,C,73.48,950,2026-06-24 01:25:46
5712,C,31.39,470,2026-06-24 01:25:49
5713,C,57.87,490,2026-06-24 01:25:53
5714,V,88.81,20,2026-06-24 01:25:57
5715,V,27.18,120,2026-06-24 01:26:00
5716,V,53.24,730,2026-06-24 01:26:05
5717,C,38.08,690,2026-06-24 01:26:06
5718,C,56.64,570,2026-06-24 01:26:08
5719,V,72.01,570,2026-06-24 01:26:10
5720,V,76.92,80,2026-06-24 01:26:11
5721,C,69.2,850,2026-06-24 01:26:16
5722,C,91.43,690,2026-06-24 01:26:17
5723,C,41.57,630,2026-06-24 01:26:19
5724,C,31.53,190,2026-06-24 01:26:23
5725,C,65.21,280,2026-06-24 01:26:27
5726,V,63.81,650,2026-06-24 01:26:32
5727,V,97.17,470,2026-06-24 01:26:36
5728,C,89.93,160,2026-06-24 01:26:40
5729,V,25.0,290,2026-06-24 01:26:43
5730,C,58.01,190,2026-06-24 01:26:47
5731,V,63.08,270,2026-06-24 01:26:50
5732,V,32.31,140,2026-06-24 01:26:55
5733,C,69.91,70,2026-06-24 01:27:00
5734,V,66.84,770,2026-06-24 01:27:02
5735,V,11.13,260,2026-06-24 01:27:05
5736,C,74.19,680,2026-06-24 01:27:06
5737,C,15.4,930,2026-06-24 01:27:11
5738,C,49.01,230,2026-06-24 01:27:13
5739,V,67.2,930,2026-06-24 01:27:16
5740,C,97.25,710,2026-06-24 01:27:19
5741,C,61.81,540,2026-06-24 01:27:22
5742,C,95.15,550,2026-06-24 01:27:26
5743,C,68.69,730,2026-06-24 01:27:29
5744,V,22.24,530,2026-06-24 01:27:34
5745,V,47.45,470,2026-06-24 01:27:37
5746,C,54.66,280,2026-06-24 01:27:40
5747,C,58.66,950,2026-06-24 01:27:41
5748,V,33.81,740,2026-06-24 01:27:42
5749,C,29.57,270,2026-06-24 01:27:43
5750,V,22.5,640,2026-06-24 01:27:45
5751,C,45.0,470,2026-06-24 01:27:50
5752,C,82.51,380,2026-06-24 01:27:54
5753,V,16.78,340,2026-06-24 01:27:59
5754,C,26.12,980,2026-06-24 01:28:02
5755,C,94.93,370,2026-06-24 01:28:05
5756,C,81.46,370,2026-06-24 01:28:10
5757,C,88.1,340,2026-06-24 01:28:15
5758,V,58.76,450,2026-06-24 01:28:17
5759,V,15.23,170,2026-06-24 01:28:20
5760,V,69.23,330,2026-06-24 01:28:22
5761,C,30.94,740,2026-06-24 01:28:26
5762,C,73.48,940,2026-06-24 01:28:30
5763,C,49.29,1000,2026-06-24 01:28:31
5764,C,21.89,250,2026-06-24 01:28:35
5765,C,11.02,970,2026-06-24 01:28:40
5766,V,64.59,120,2026-06-24 01:28:45
5767,C,11.6,910,2026-06-24 01:28:49
5768,V,74.11,910,2026-06-24 01:28:51
5769,V,95.42,590,2026-06-24 01:28:54
5770,V,82.51,190,2026-06-24 01:28:57
5771,V,87.6,350,2026-06-24 01:29:00
5772,V,20.76,370,2026-06-24 01:29:03
5773,C,29.97,460,2026-06-24 01:29:07
5774,C,54.01,280,2026-06-24 01:29:12
5775,V,10.06,210,2026-06-24 01:29:15
5776,C,46.8,150,2026-06-24 01:29:16
5777,V,65.94,210,2026-06-24 01:29:21
5778,V,84.4,850,2026-06-24 01:29:26
5779,C,43.03,470,2026-06-24 01:29:31
5780,V,40.28,640,2026-06-24 01:29:34
5781,C,37.62,800,2026-06-24 01:29:38
5782,V,79.76,100,2026-06-24 01:29:41
5783,C,42.39,520,2026-06-24 01:29:44
5784,V,84.54,750,2026-06-24 01:29:46
5785,C,28.9,840,2026-06-24 01:29:48
5786,C,64.39,400,2026-06-24 01:29:49
5787,C,12.96,330,2026-06-24 01:29:52
5788,C,64.51,780,2026-06-24 01:29:55
5789,V,17.28,670,2026-06-24 01:30:00
5790,C,17.49,560,2026-06-24 01:30:01
5791,C,64.58,260,2026-06-24 01:30:05
5792,V,43.03,590,2026-06-24 01:30:08
5793,V,17.55,270,2026-06-24 01:30:10
5794,C,78.1,890,2026-06-24 01:30:12
5795,V,70.15,500,2026-06-24 01:30:17
5796,C,21.65,390,2026-06-24 01:30:21
5797,V,46.84,290,2026-06-24 01:30:24
5798,V,36.34,70,2026-06-24 01:30:28
5799,C,52.77,310,2026-06-24 01:30:33
5800,C,17.85,850,2026-06-24 01:30:34
5801,V,59.91,210,2026-06-24 01:30:35
5802,C,28.01,910,2026-06-24 01:30:40
5803,C,83.78,240,2026-06-24 01:30:45
5804,C,79.31,790,2026-06-24 01:30:48
5805,C,52.02,10,2026-06-24 01:30:49
5806,V,12.06,320,2026-06-24 01:30:50
5807,C,71.44,180,2026-06-24 01:30:52
5808,C,27.44,570,2026-06-24 01:30:55
5809,V,73.56,60,2026-06-24 01:31:00
5810,C,67.59,970,2026-06-24 01:31:01
5811,C,94.58,990,2026-06-24 01:31:03
5812,V,50.02,10,2026-06-24 01:31:04
5813,V,74.15,830,2026-06-24 01:31:09
5814,C,42.68,120,2026-06-24 01:31:10
5815,V,93.95,900,2026-06-24 01:31:12
5816,V,31.33,910,2026-06-24 01:31:13
5817,V,63.05,800,2026-06-24 01:31:18
5818,C,43.11,250,2026-06-24 01:31:19
5819,C,57.34,740,2026-06-24 01:31:22
5820,V,24.69,820,2026-06-24 01:31:25
5821,V,50.25,580,2026-06-24 01:31:28
5822,V,59.37,320,2026-06-24 01:31:31
5823,C,56.24,910,2026-06-24 01:31:34
5824,V,21.81,180,2026-06-24 01:31:37
5825,V,69.15,20,2026-06-24 01:31:42
5826,V,59.02,610,2026-06-24 01:31:43
5827,V,55.29,860,2026-06-24 01:31:46
5828,C,55.48,770,2026-06-24 01:31:47
5829,V,28.59,540,2026-06-24 01:31:52
5830,V,56.36,190,2026-06-24 01:31:55
5831,C,51.29,290,2026-06-24 01:31:59
5832,C,55.26,340,2026-06-24 01:32:04
5833,C,34.85,410,2026-06-24 01:32:05
5834,C,47.0,320,2026-06-24 01:32:08
5835,V,65.22,700,2026-06-24 01:32:09
5836,C,35.06,460,2026-06-24 01:32:12
5837,V,51.25,910,2026-06-24 01:32:17
5838,V,68.7,170,2026-06-24 01:32:19
5839,C,57.52,740,2026-06-24 01:32:23
5840,C,73.23,210,2026-06-24 01:32:25
5841,V,72.39,450,2026-06-24 01:32:26
5842,C,86.39,170,2026-06-24 01:32:27
5843,C,64.26,480,2026-06-24 01:32:29
5844,V,12.2,390,2026-06-24 01:32:34
5845,V,64.7,300,2026-06-24 01:32:36
5846,C,85.12,660,2026-06-24 01:32:37
5847,C,94.86,770,2026-06-24 01:32:40
5848,V,13.55,770,2026-06-24 01:32:42
5849,C,77.36,1000,2026-06-24 01:32:44
5850,V,77.43,470,2026-06-24 01:32:47
5851,C,53.4,1000,2026-06-24 01:32:51
5852,V,95.45,310,2026-06-24 01:32:53
5853,C,33.14,760,2026-06-24 01:32:54
5854,V,97.16,270,2026-06-24 01:32:57
5855,V,81.35,700,2026-06-24 01:33:01
5856,V,55.96,130,2026-06-24 01:33:04
5857,V,44.67,840,2026-06-24 01:33:07
5858,C,41.0,770,2026-06-24 01:33:08
5859,C,94.49,270,2026-06-24 01:33:10
5860,V,73.8,750,2026-06-24 01:33:14
5861,C,55.57,1000,2026-06-24 01:33:19
5862,V,11.29,360,2026-06-24 01:33:22
5863,V,37.56,470,2026-06-24 01:33:24
5864,V,41.53,530,2026-06-24 01:33:29
5865,V,51.91,80,2026-06-24 01:33:34
5866,C,66.93,740,2026-06-24 01:33:38
5867,C,45.75,800,2026-06-24 01:33:42
5868,C,98.51,900,2026-06-24 01:33:47
5869,V,16.66,30,2026-06-24 01:33:49
5870,C,61.36,220,2026-06-24 01:33:54
5871,V,48.62,280,2026-06-24 01:33:59
5872,V,57.27,950,2026-06-24 01:34:01
5873,C,48.87,260,2026-06-24 01:34:02
5874,V,80.72,660,2026-06-24 01:34:03
5875,V,20.19,780,2026-06-24 01:34:05
5876,C,98.51,370,2026-06-24 01:34:06
5877,C,27.81,140,2026-06-24 01:34:09
5878,V,27.08,710,2026-06-24 01:34:12
5879,C,88.71,630,2026-06-24 01:34:14
5880,C,78.18,630,2026-06-24 01:34:17
5881,V,66.57,1000,2026-06-24 01:34:20
5882,C,76.35,800,2026-06-24 01:34:24
5883,C,46.12,460,2026-06-24 01:34:28
5884,V,84.08,810,2026-06-24 01:34:29
5885,C,38.2,990,2026-06-24 01:34:33
5886,V,37.01,770,2026-06-24 01:34:37
5887,V,34.61,530,2026-06-24 01:34:40
5888,C,19.95,80,2026-06-24 01:34:45
5889,V,83.97,710,2026-06-24 01:34:46
5890,C,95.61,900,2026-06-24 01:34:50
5891,C,85.16,50,2026-06-24 01:34:51
5892,C,95.66,110,2026-06-24 01:34:52
5893,V,70.69,790,2026-06-24 01:34:56
5894,V,72.79,900,2026-06-24 01:35:01
5895,V,72.24,640,2026-06-24 01:35:03
5896,C,41.64,70,2026-06-24 01:35:06
5897,C,61.68,160,2026-06-24 01:35:08
5898,V,61.19,440,2026-06-24 01:35:13
5899,V,75.55,810,2026-06-24 01:35:16
5900,C,62.1,520,2026-06-24 01:35:17
5901,C,14.72,90,2026-06-24 01:35:22
5902,V,51.46,350,2026-06-24 01:35:26
5903,V,49.48,740,2026-06-24 01:35:27
5904,C,78.27,170,2026-06-24 01:35:28
5905,V,30.77,50,2026-06-24 01:35:31
5906,C,78.49,740,2026-06-24 01:35:34
5907,C,25.74,240,2026-06-24 01:35:38
5908,V,87.18,460,2026-06-24 01:35:41
5909,V,24.78,50,2026-06-24 01:35:42
5910,V,31.88,180,2026-06-24 01:35:47
5911,V,24.4,770,2026-06-24 01:35:48
5912,V,89.83,620,2026-06-24 01:35:50
5913,V,62.19,890,2026-06-24 01:35:51
5914,V,17.38,280,2026-06-24 01:35:53
5915,V,92.18,570,2026-06-24 01:35:58
5916,C,17.67,610,2026-06-24 01:35:59
5917,C,22.65,750,2026-06-24 01:36:04
5918,V,55.07,300,2026-06-24 01:36:06
5919,V,82.2,230,2026-06-24 01:36:10
5920,C,55.22,280,2026-06-24 01:36:14
5921,C,39.99,400,2026-06-24 01:36:16
5922,V,42.23,170,2026-06-24 01:36:19
5923,V,15.19,870,2026-06-24 01:36:24
5924,C,14.05,170,2026-06-24 01:36:25
5925,V,85.05,320,2026-06-24 01:36:29
5926,V,86.22,580,2026-06-24 01:36:33
5927,V,28.68,60,2026-06-24 01:36:36
5928,V,19.64,480,2026-06-24 01:36:41
5929,V,63.63,700,2026-06-24 01:36:42
5930,V,15.76,540,2026-06-24 01:36:45
5931,C,44.34,80,2026-06-24 01:36:47
5932,C,50.86,490,2026-06-24 01:36:52
5933,C,26.2,150,2026-06-24 01:36:55
5934,V,87.5,280,2026-06-24 01:36:57
5935,C,23.44,200,2026-06-24 01:37:01
5936,V,49.8,540,2026-06-24 01:37:03
5937,C,91.66,300,2026-06-24 01:37:08
5938,C,23.37,550,2026-06-24 01:37:10
5939,C,18.68,450,2026-06-24 01:37:15
5940,C,13.62,990,2026-06-24 01:37:18
5941,V,52.72,510,2026-06-24 01:37:21
